Uniprot Entry,Accession Name
P61750,['ARF4_MOUSE']
P62631,['EF1A2_MOUSE']
Q91V61,['SFXN3_MOUSE']
Q8VIJ6,['SFPQ_MOUSE']
P63005,['LIS1_MOUSE']
P68404,['KPCB_MOUSE']
P17427,['AP2A2_MOUSE']
Q8VDQ8,['SIR2_MOUSE']
Q8CHG7,['RPGF2_MOUSE']
P08113,['ENPL_MOUSE']
Q6PHZ2,['KCC2D_MOUSE']
Q9WV27,['AT1A4_MOUSE']
P80315,['TCPD_MOUSE']
P61027,['RAB10_MOUSE']
P51881,['ADT2_MOUSE']
Q6ZQ38,['CAND1_MOUSE']
Q9D0J8,['PTMS_MOUSE']
O08532,['CA2D1_MOUSE']
Q9QXL2,['KI21A_MOUSE']
Q00898,['A1AT5_MOUSE']
Q921M7,['FA49B_MOUSE']
Q91887,['UBB_MOUSE']
Q9QYB8,['ADDB_MOUSE']
Q3UHD9,['AGAP2_MOUSE']
P62315,['SMD1_MOUSE']
P17426,['AP2A1_MOUSE']
Q8K2K6,['AGFG1_MOUSE']
P10630,['IF4A2_MOUSE']
Q61990,['PCBP2_MOUSE']
P40124,['CAP1_MOUSE']
P48453,['PP2BB_MOUSE']
P11627,['L1CAM_MOUSE']
Q3UHL1,['CAMKV_MOUSE']
Q80TL4,['PHF24_MOUSE']
Q3UTJ2,['SRBS2_MOUSE']
Q80Z24,['NEGR1_MOUSE']
Q61885,['MOG_MOUSE']
Q5DU25,['IQEC2_MOUSE']
Q8K021,['SCAM1_MOUSE']
Q922B2,['SYDC_MOUSE']
Q61735,['CD47_MOUSE']
P14685,['PSMD3_MOUSE']
P68510,['1433F_MOUSE']
Q9EQ20,['MMSA_MOUSE']
P60335,['PCBP1_MOUSE']
P12658,['CALB1_MOUSE']
Q91YR1,['TWF1_MOUSE']
Q9D855,['QCR7_MOUSE']
Q9DB77,['QCR2_MOUSE']
P97765,['WBP2_MOUSE']
Q8BJ42,['DLGP2_MOUSE']
Q3TXS7,['PSMD1_MOUSE']
