Uniprot Entry,Accession Name
G3UXX3,['G3UXX3_MOUSE']
G3UY33,['G3UY33_MOUSE']
G3UY38,['G3UY38_MOUSE']
G3UY49,['G3UY49_MOUSE']
G3UYF9,['G3UYF9_MOUSE']
G3UYJ2,['G3UYJ2_MOUSE']
G3UYL3,['G3UYL3_MOUSE']
G3UYN6,['G3UYN6_MOUSE']
G3UYR8,['G3UYR8_MOUSE']
G3UYU4,['G3UYU4_MOUSE']
G3UYV7,['G3UYV7_MOUSE']
G3UYZ1,['G3UYZ1_MOUSE']
G3UZ07,['G3UZ07_MOUSE']
G3UZ73,['G3UZ73_MOUSE']
G3UZD3,['G3UZD3_MOUSE']
G3UZF0,['G3UZF0_MOUSE']
G3UZM4,['G3UZM4_MOUSE']
G3UZM8,['G3UZM8_MOUSE']
G3UZN4,['G3UZN4_MOUSE']
G3UZW7,['G3UZW7_MOUSE']
G3V018,['G3V018_MOUSE']
G3X9C6,['G3X9C6_MOUSE']
G3X9Y1,['G3X9Y1_MOUSE']
G3XA66,['G3XA66_MOUSE']
G5E850,['G5E850_MOUSE']
G5E884,['G5E884_MOUSE']
G5E8E3,['G5E8E3_MOUSE']
G5E8J2,['G5E8J2_MOUSE']
G5E8J9,['G5E8J9_MOUSE']
G5E8P4,['G5E8P4_MOUSE']
G5E8Q0,['G5E8Q0_MOUSE']
G5E8R3,['G5E8R3_MOUSE']
H3BIW6,['H3BIW6_MOUSE']
H3BIW9,['H3BIW9_MOUSE']
H3BIX4,['H3BIX4_MOUSE']
H3BJA3,['H3BJA3_MOUSE']
H3BJP2,['H3BJP2_MOUSE']
H3BK80,['H3BK80_MOUSE']
H3BKC6,['H3BKC6_MOUSE']
H3BKD4,['H3BKD4_MOUSE']
H3BKL5,['H3BKL5_MOUSE']
H3BKL8,['H3BKL8_MOUSE']
H3BKM0,['H3BKM0_MOUSE']
H3BL58,['H3BL58_MOUSE']
H3BLF7,['H3BLF7_MOUSE']
H3BLR8,['H3BLR8_MOUSE']
H6U1H4,['H6U1H4_MOUSE']
H7BWY2,['H7BWY2_MOUSE']
H7BWY7,['H7BWY7_MOUSE']
H7BWZ3,['H7BWZ3_MOUSE']
H7BX52,['H7BX52_MOUSE']
H7BXB9,['H7BXB9_MOUSE']
H9KV02,['H9KV02_MOUSE']
I3PQW4,['I3PQW4_MOUSE']
I6L9I7,['I6L9I7_MOUSE']
I7HLV2,['I7HLV2_MOUSE']
J3JSM8,['J3JSM8_MOUSE']
J3KMG3,['J3KMG3_MOUSE']
J3QMJ9,['J3QMJ9_MOUSE']
J3QMM7,['J3QMM7_MOUSE']
J3QNQ8,['J3QNQ8_MOUSE']
J3QPS8,['J3QPS8_MOUSE']
J3QQ18,['J3QQ18_MOUSE']
K3W4R2,['K3W4R2_MOUSE']
K7N6T3,['K7N6T3_MOUSE']
K7Q751,['K7Q751_MOUSE']
L7N203,['L7N203_MOUSE']
L7N215,['L7N215_MOUSE']
L7N274,['L7N274_MOUSE']
L7N2D3,['L7N2D3_MOUSE']
O08675,['PAR3_MOUSE']
O08750,['NFIL3_MOUSE']
O08972,['O08972_MOUSE']
O09000,['NCOA3_MOUSE']
O35558,['O35558_MOUSE']
O35619,['O35619_MOUSE']
O54743,['FOXF2_MOUSE']
O54948,['O54948_MOUSE']
O55126,['NIPS2_MOUSE']
O70354,['CAH11_MOUSE']
O70572,['NSMA_MOUSE']
O88811,['STAM2_MOUSE']
O88834,['SHD_MOUSE']
P01904,['HA21_MOUSE']
P0C027,['NUD10_MOUSE']
P11032,['GRAA_MOUSE']
P15392,['CP2A4_MOUSE']
P17897,['LYZ1_MOUSE']
P33609,['DPOLA_MOUSE']
P41163,['ETV2_MOUSE']
P59326,['YTHD1_MOUSE']
P59384,['ATS15_MOUSE']
P60867,['RS20_MOUSE']
P62852,['RS25_MOUSE']
P62862,['RS30_MOUSE']
P70181,['PI51B_MOUSE']
P86046,['KCJ13_MOUSE']
Q02242,['PDCD1_MOUSE']
Q04859,['MAK_MOUSE']
Q05CD2,['Q05CD2_MOUSE']
Q05CS7,['Q05CS7_MOUSE']
Q05DD2,['Q05DD2_MOUSE']
Q05DM9,['Q05DM9_MOUSE']
Q0P6B2,['Q0P6B2_MOUSE']
Q0QEZ4,['Q0QEZ4_MOUSE']
Q0VAW7,['ZN112_MOUSE']
Q0VD75,['Q0VD75_MOUSE']
Q0VDM6,['Q0VDM6_MOUSE']
Q0VET5,['LMTD2_MOUSE']
Q0VGU4,['VGF_MOUSE']
Q148P2,['Q148P2_MOUSE']
Q149C3,['LIGO4_MOUSE']
Q14BH8,['Q14BH8_MOUSE']
Q14DP0,['Q14DP0_MOUSE']
Q1JPR8,['Q1JPR8_MOUSE']
Q1WIL9,['Q1WIL9_MOUSE']
Q2M4I8,['Q2M4I8_MOUSE']
Q2M4I9,['Q2M4I9_MOUSE']
Q2M4J2,['Q2M4J2_MOUSE']
Q2NL47,['Q2NL47_MOUSE']
Q2NLE7,['Q2NLE7_MOUSE']
Q3KN99,['Q3KN99_MOUSE']
Q3KNM9,['Q3KNM9_MOUSE']
Q3LR78,['Q3LR78_MOUSE']
Q3T992,['Q3T992_MOUSE']
Q3T9H2,['Q3T9H2_MOUSE']
Q3T9X3,['Q3T9X3_MOUSE']
Q3T9Y8,['Q3T9Y8_MOUSE']
Q3TA19,['Q3TA19_MOUSE']
Q3TA31,['Q3TA31_MOUSE']
Q3TAB3,['Q3TAB3_MOUSE']
Q3TB65,['Q3TB65_MOUSE']
Q3TBC1,['Q3TBC1_MOUSE']
Q3TBR4,['Q3TBR4_MOUSE']
Q3TBV3,['Q3TBV3_MOUSE']
Q3TCK3,['Q3TCK3_MOUSE']
Q3TCL2,['Q3TCL2_MOUSE']
Q3TCS0,['Q3TCS0_MOUSE']
Q3TD51,['Q3TD51_MOUSE']
Q3TDG9,['Q3TDG9_MOUSE']
Q3TDI5,['Q3TDI5_MOUSE']
