Uniprot Entry,Accession Name
Q9D7G0,['PRPS1_MOUSE']
Q9DA79,['DPEP3_MOUSE']
Q9DB27,['MCTS1_MOUSE']
Q9DB70,['FUND1_MOUSE']
Q9DBC0,['SELO_MOUSE']
Q9DBH5,['LMAN2_MOUSE']
Q9DBX2,['PHLP_MOUSE']
Q9DCT5,['SDF2_MOUSE']
Q9DCV3,['DGAT2_MOUSE']
Q9EP97,['SENP3_MOUSE']
Q9EQG9,['CERT_MOUSE']
Q9EQJ9,['MAGI3_MOUSE']
Q9EQP6,['ARRC_MOUSE']
Q9EQZ6,['RPGF4_MOUSE']
Q9ER58,['TICN2_MOUSE']
Q9ES00,['UBE4B_MOUSE']
Q9ESM6,['GDPD2_MOUSE']
Q9ESP1,['SDF2L_MOUSE']
Q9JHU2,['PALMD_MOUSE']
Q9JIC3,['DCR1A_MOUSE']
Q9JIH2,['NUP50_MOUSE']
Q9JIY5,['HTRA2_MOUSE']
Q9JJJ3,['AQP9_MOUSE']
Q9JKD8,['TBX21_MOUSE']
Q9JKL4,['NDUF3_MOUSE']
Q9JLB4,['CUBN_MOUSE']
Q9JLT4,['TRXR2_MOUSE']
Q9JLV2,['TP4AP_MOUSE']
Q9JM71,['K1B27_MOUSE']
Q9JMH6,['TRXR1_MOUSE']
Q9NYQ2,['HAOX2_MOUSE']
Q9QXG2,['RAE1_MOUSE']
Q9QXL1,['KI21B_MOUSE']
Q9QXN0,['SHRM3_MOUSE']
Q9QXQ1,['PDE7B_MOUSE']
Q9QY15,['DDX25_MOUSE']
Q9QYI4,['DJB12_MOUSE']
Q9QZ82,['CP11A_MOUSE']
Q9QZB6,['NR4A3_MOUSE']
Q9QZL9,['DKKL1_MOUSE']
Q9QZR9,['CO4A4_MOUSE']
Q9QZS7,['NPHN_MOUSE']
Q9QZX7,['SRR_MOUSE']
Q9R013,['CATF_MOUSE']
Q9R0S3,['MMP17_MOUSE']
Q9R0X5,['RPGR_MOUSE']
Q9R269,['PEPL_MOUSE']
Q9WTR0,['MMP16_MOUSE']
Q9WTR1,['TRPV2_MOUSE']
Q9WTR6,['XCT_MOUSE']
Q9WTS4,['TEN1_MOUSE']
Q9JLC1,['TEN3_MOUSE']
Q9WTV7,['RNF12_MOUSE']
Q9WV52,['PLEK2_MOUSE']
Q9WV74,['ASB1_MOUSE']
Q9WVB2,['TLE2_MOUSE']
Q9WVQ5,['MTNB_MOUSE']
Q9WVF3,['MK07_MOUSE']
Q9Z0E8,['S22A5_MOUSE']
Q9Z1L2,['SNG4_MOUSE']
Q9Z1S3,['GRP1_MOUSE']
Q9Z1S8,['GAB2_MOUSE']
Q9Z206,['ARHG8_MOUSE']
Q9Z2D3,['GSDME_MOUSE']
S4R1M9,['OSB10_MOUSE']
Q99LR1,['ABD12_MOUSE']
Q9JLJ2,['AL9A1_MOUSE']
Q8CG76,['ARK72_MOUSE']
