Uniprot Entry,Accession Name
P63001,['RAC1_MOUSE']
Q60634,['FLOT2_MOUSE']
Q9R0P2,['HUWE1_MOUSE']
O88643,['PAK1_MOUSE']
Q9QYG0,['NDRG2_MOUSE']
Q9Z204,['HNRPC_MOUSE']
Q3UHX2,['HAP28_MOUSE']
Q8R001,['MARE2_MOUSE']
P28667,['MRP_MOUSE']
P16054,['KPCE_MOUSE']
P14685,['PSMD3_MOUSE']
Q64727,['VINC_MOUSE']
P00405,['COX2_MOUSE']
Q61584,['FXR1_MOUSE']
P70704,['AT8A1_MOUSE']
Q9Z0X1,['AIFM1_MOUSE']
Q60930,['VDAC2_MOUSE']
O70435,['PSA3_MOUSE']
Q921M3,['SF3B3_MOUSE']
P15508,['SPTB1_MOUSE']
Q9EQ20,['MMSA_MOUSE']
Q8K221,['ARFP2_MOUSE']
Q9D8E6,['RL4_MOUSE']
Q9DD18,['DTD1_MOUSE']
Q7TME0,['PLPR4_MOUSE']
Q9JMG7,['HDGR3_MOUSE']
P35980,['RL18_MOUSE']
Q9WTX5,['SKP1_MOUSE']
P40142,['TKT_MOUSE']
Q91WC3,['ACSL6_MOUSE']
Q71LX4,['TLN2_MOUSE']
Q99L04,['DHRS1_MOUSE']
Q922B2,['SYDC_MOUSE']
Q8K298,['ANLN_MOUSE']
Q8BIZ1,['ANS1B_MOUSE']
P62754,['RS6_MOUSE']
Q9Z0P4,['PALM_MOUSE']
P26039,['TLN1_MOUSE']
Q811D0,['DLG1_MOUSE']
Q7TPD3,['ROBO2_MOUSE']
Q9WVK8,['CP46A_MOUSE']
Q8BHK1,['NIPA1_MOUSE']
P61922,['GABT_MOUSE']
P59999,['ARPC4_MOUSE']
Q91V61,['SFXN3_MOUSE']
Q9CQZ5,['NDUA6_MOUSE']
Q9D7S7,['RL22L_MOUSE']
Q80XI4,['PI42B_MOUSE']
Q8C0T5,['SI1L1_MOUSE']
Q3UTA5,['KALRN_MOUSE']
Q62077,['PLCG1_MOUSE']
O70251,['EF1B_MOUSE']
P70232,['NCHL1_MOUSE']
Q9QYC0,['ADDA_MOUSE']
P60521,['GBRL2_MOUSE']
O35954,['PITM1_MOUSE']
Q8C878,['UBA3_MOUSE']
P97470,['PP4C_MOUSE']
Q9JJY3,['NSMA2_MOUSE']
Q6ZPJ3,['UBE2O_MOUSE']
P48542,['KCNJ6_MOUSE']
P70290,['EM55_MOUSE']
Q9ESX5,['DKC1_MOUSE']
P60469,['LIPA3_MOUSE']
Q8VBT0,['TMX1_MOUSE']
P61087,['UBE2K_MOUSE']
Q60605,['MYL6_MOUSE']
Q9QZ88,['VPS29_MOUSE']
E9Q3L2,['PI4KA_MOUSE']
Q923X2,['MFN2_MOUSE']
Q8R035,['ICT1_MOUSE']
P12382,['PFKAL_MOUSE']
Q9WUA3,['PFKAP_MOUSE']
Q99PJ0,['NTRI_MOUSE']
Q9DBT5,['AMPD2_MOUSE']
O70589,['CSKP_MOUSE']
O08539,['BIN1_MOUSE']
Q9D0G0,['RT30_MOUSE']
Q9D773,['RM02_MOUSE']
O54829,['RGS7_MOUSE']
Q9Z2H2,['RGS6_MOUSE']
Q3UTJ2,['SRBS2_MOUSE']
