Uniprot Entry,Accession Name
Q99NB1,['ACS2L_MOUSE']
Q99MK8,['ARBK1_MOUSE']
Q61035,['SYHC_MOUSE']
Q9DCJ5,['NDUA8_MOUSE']
A2ALS5,['RPGP1_MOUSE']
P98195,['ATP9B_MOUSE']
P10639,['THIO_MOUSE']
P63158,['HMGB1_MOUSE']
Q8VD04,['GRAP1_MOUSE']
Q9Z2G6,['SE1L1_MOUSE']
Q8VHI6,['WASF3_MOUSE']
Q9D358,['PPAC_MOUSE']
Q9Z2I0,['LETM1_MOUSE']
P48542,['KCNJ6_MOUSE']
Q8K2C9,['HACD3_MOUSE']
Q60902,['EP15R_MOUSE']
O70172,['PI42A_MOUSE']
P70288,['HDAC2_MOUSE']
Q9WV55,['VAPA_MOUSE']
P13020,['GELS_MOUSE']
Q99MN9,['PCCB_MOUSE']
P28867,['KPCD_MOUSE']
Q8CBE3,['WDR37_MOUSE']
Q9CQD1,['RAB5A_MOUSE']
Q06185,['ATP5I_MOUSE']
O35685,['NUDC_MOUSE']
Q8VDJ3,['VIGLN_MOUSE']
O88737,['BSN_MOUSE']
Q62425,['NDUA4_MOUSE']
A2AG50,['MA7D2_MOUSE']
P54822,['PUR8_MOUSE']
O88844,['IDHC_MOUSE']
Q8BSS9,['LIPA2_MOUSE']
O70325,['GPX41_MOUSE']
O35459,['ECH1_MOUSE']
Q9QZ88,['VPS29_MOUSE']
Q9CZP5,['BCS1_MOUSE']
Q9R069,['BCAM_MOUSE']
Q9WUQ2,['PREB_MOUSE']
Q80W47,['WIPI2_MOUSE']
Q58A65,['JIP4_MOUSE']
Q9D1A2,['CNDP2_MOUSE']
Q64012,['RALY_MOUSE']
P10605,['CATB_MOUSE']
P60122,['RUVB1_MOUSE']
Q922J6,['TSN2_MOUSE']
Q3URE1,['ACSF3_MOUSE']
Q9DBG6,['RPN2_MOUSE']
Q921H8,['THIKA_MOUSE']
O88456,['CPNS1_MOUSE']
Q8R310,['TMCC3_MOUSE']
Q9DAR7,['DCPS_MOUSE']
Q99KQ4,['NAMPT_MOUSE']
P62823,['RAB3C_MOUSE']
Q812A2,['SRGP3_MOUSE']
Q8BW75,['AOFB_MOUSE']
Q9CR62,['M2OM_MOUSE']
Q9D172,['ES1_MOUSE']
Q9DD18,['DTD1_MOUSE']
P12367,['KAP2_MOUSE']
Q6P1F6,['2ABA_MOUSE']
Q8BGH2,['SAM50_MOUSE']
A6H5Z3,['EXC6B_MOUSE']
P26883,['FKB1A_MOUSE']
P52503,['NDUS6_MOUSE']
P28660,['NCKP1_MOUSE']
Q8K224,['NAT10_MOUSE']
Q91ZA3,['PCCA_MOUSE']
P24527,['LKHA4_MOUSE']
P61226,['RAP2B_MOUSE']
Q80ZJ1,['RAP2A_MOUSE']
Q62420,['SH3G2_MOUSE']
P35282,['RAB21_MOUSE']
Q9D020,['5NT3A_MOUSE']
Q80WL8,['MADD_MOUSE']
P97333,['NRP1_MOUSE']
